timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid
1713786077521,200,392,8.61328125E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077521,200,1649,3.6232910156250005E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077521,200,185,4.06494140625E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077521,200,-705,-1.549072265625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077521,200,406,8.920898437500001E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077522,200,1670,3.66943359375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077522,200,987,2.1687011718750002E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077522,200,-1223,-2.687255859375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077522,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077522,200,-1514,-3.32666015625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077523,200,85,1.86767578125E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077523,200,1561,3.429931640625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077523,200,746,1.63916015625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077523,200,-888,-1.951171875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077524,200,70,1.5380859375E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077524,200,1469,3.227783203125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077524,200,1420,3.1201171875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077524,200,-493,-1.083251953125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077524,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077525,200,-2142,-4.70654296875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077572,200,-469,-1.0305175781250001E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077589,200,1301,2.858642578125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077589,200,1206,2.6499023437500003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077589,200,-237,-5.2075195312500004E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077589,200,-413,-9.07470703125E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077590,200,1308,2.8740234375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077590,200,1894,4.1616210937500003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077590,200,132,2.900390625E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077590,200,-2166,-4.75927734375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077590,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077590,200,-1281,-2.814697265625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077591,200,780,1.7138671875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077591,200,1640,3.603515625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077591,200,-43,-9.448242187500001E-6,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077591,200,-1065,-2.340087890625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077591,200,441,9.689941406250001E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077591,200,1675,3.680419921875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077592,200,1138,2.50048828125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077592,200,-1617,-3.552978515625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077592,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077592,200,-1482,-3.2563476562499997E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077592,200,-79,-1.7358398437500003E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077592,200,1590,3.49365234375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077593,200,877,1.9270019531250003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077636,200,-699,-1.535888671875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077636,200,-90,-1.9775390625E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,1514,3.32666015625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,1556,3.4189453125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,-678,-1.4897460937500002E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,-2069,-4.546142578125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,-390,-8.5693359375E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077637,200,1352,2.9707031249999997E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,1370,3.01025390625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,-602,-1.3227539062500001E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,-535,-1.175537109375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,1213,2.6652832031250003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,1880,4.130859375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,-44,-9.66796875E-6,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077638,200,-1990,-4.37255859375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077639,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077639,200,-934,-2.05224609375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077639,200,860,1.8896484375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077639,200,1604,3.5244140625000005E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077639,200,-75,-1.64794921875E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077639,200,-651,-1.430419921875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077640,200,864,1.8984375000000002E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077640,200,1728,3.7968750000000003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077640,200,1144,2.513671875E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077640,200,-1810,-3.97705078125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077640,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077664,200,-1450,-3.18603515625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077670,200,340,7.470703125E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077670,200,1660,3.6474609375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077670,200,484,1.0634765625000001E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,-1028,-2.2587890625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,-20,-4.39453125E-6,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,1526,3.3530273437500004E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,1204,2.6455078125000003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,-1079,-2.3708496093750002E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077671,200,-1684,-3.7001953125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077672,200,-216,-4.7460937500000004E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077672,200,1179,2.5905761718750004E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077672,200,999,2.195068359375E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077672,200,-474,-1.0415039062500001E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077672,200,-230,-5.0537109375E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077672,200,1242,2.72900390625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077673,200,1802,3.95947265625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077673,200,-265,-5.82275390625E-5,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077673,200,-2048,-4.5E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077673,200,-2028,-4.4560546875000004E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077673,200,-1074,-2.35986328125E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077674,200,721,1.584228515625E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077674,200,1549,3.4035644531250003E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077674,200,41,9.008789062499999E-6,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
1713786077674,200,-838,-1.8413085937500002E-4,0,0,0,247672,327803,667154,50155,40438,94170,74748,274048
